Treść,Kategoria
"Niedługo potem ukąsił naszego psa w nos jeden z olbrzymich, latających wokoło ognia nietoperzy.",3
"Pies wył żałośnie nie tyle z bólu, co ze strachu przed nieznanym stworzeniem.",3
Zwierzę wykopuje długimi tylnymi nogami o skośnych pazurach dziurę trzy stopy długą i dwie stopy głęboką.,3
"Także i tygrysy ścigają żółwie po brzegu, przewrócą na grzbiet i zjadają wygodnie, wyrywając mięso spomiędzy pancerza brzusznego i górnego.",3
"Tygrys przewraca więcej żółwi, niż ich może zjeść w ciągu nocy, leżą one więc w ten sposób ubezwładnione.",3
"Wydobycie mięsa spomiędzy pancerzy jest rzeczą trudną, a tygrys postępuje jak najwprawniejszy chirurg, przegryzając mięśnie, stawy i podnosząc pancerze z jednej strony. ",3
"Żółw ma w nim tedy nie lada wroga, również krokodyl, czapla i galinazo, rodzaj sępa, pożerają mnóstwo młodych żółwi.",3
"Zwierzęta leśne zagrzebują się w gęstwinę, ptaki włażą pod liście drzew lub szczeliny skał.",3
"Jaszczurki, stonogi, cecylie, drążą sobie podziemne chodniki, a odgłos ten wyraźnie pochwycić można w głuszy.",3
"Młode żółwie wykluły się już, a także okoliczność tę wyzyskały krokodyle i garcje, wielkie, białe czaple.",3
Ptaki te lubią niezmiernie mięso młodych żółwi i pożerają je tysiącami.,3
"Wyruszają na łowy nocą, bowiem żółwie wyłażą z ziemi dopiero o zmierzchu i zdążają ku wodzie.",3
"Sępy, zwane zamuros, są zbyt leniwe, by polować po zachodzie. Za dnia wałęsały się w pobliżu obozu Indian, porywając jadło.",3
"Krokodylęta bronią się wrogom w ten sposób, że stają na przednich nogach, garbią grzbiet i, rozwierając paszczę, straszą zębami, które są już długie i ostre u wykłutych świeżo młodych.",3
"Często zdarza się, że podczas gdy jeden zamuro zajmuje uwagę zwierzątka, drugi spada nań z góry, porywa za kark i unosi w powietrze.",3
"O świcie małpy zaczynały wrzeszczeć w odpowiedzi małpom leśnym, a ta sympatia zwierząt w niewoli dla zwierząt wolnych była wprost wzruszająca.",3
"Przez całą noc ryczał w pobliżu jaguar, a pies nasz odpowiadał szczekaniem. ",3
"Jak zawsze podchodziły do nas jaguary, rycząc tuż w pobliżu.",3
"Jaguary w okolicach Atures są tak zuchwałe, że porywają po wsiach świnie biednym Indianom.",3
Około drugiej po południu przybiegł z lasu jaguar i zaczął wokoło skakać jak kot.,3
"Malcy nie zdawali sobie sprawy z niebezpieczeństwa, a jaguar zbliżył się i zaczął klepać łapą chłopca po głowie.",3
"Zdarzało się, że lew rozszarpywał dwa czy trzy psy wpuszczone do klatki, zaś od razu pieścić zaczął czwartego, który, śmielszy od tamtych, chwycił go za grzywę.",3
"Wszędzie napotyka się wielkie mrówki sunące gromadami. Pożerają one chciwie soczyste rośliny pobrzeża, gdyż w głębi lasu wszystko jest łykowate i twardsze.",3
"Pies nasz, wielki dog, szczekał przez czas jakiś, potem jednak skrył się, skowycząc, pod nasze maty.",3
"Rano okazało się, że pies znikł. Widocznie porwały go jaguary, gdy, nie słysząc już ich wrzasków, oddalił się poza obóz.",3
Słowik w borze śpiewał.,3
"Słowik już wtenczas nie śpiewał, tylko gdzieniegdzie podejmowały się znad boru chmury wszelakiego ptastwa i jak zwariowane, z przeraźliwymi krzykami latały nad borem, nad rzeką, na drugi brzeg uciekając albo też lecąc jak najdalej, zdaje się na oślep.",3
Ptastwo ze zdwojoną żywością świegotało i gałęzie napełniły się trwożliwym fruwaniem skrzydeł. ,3
Pusty żołądek mruczy.,3
"Ptastwo znieruchomiało, ucichło, z rzadka tylko odzywając się urywanym ćwierkaniem; miarowe pukanie dzięciołów i żółn ustało.",3
"Wiewiórka wbiegająca na wysoką sosnę zatrzymała się w połowie drogi i, na sęku zawieszona, z odwróconą głową, czarne, zlęknione oczy w pociemniałą ziemię utkwiła.",3
"Zielona góra z okrywającym ją rysunkiem ścieżek stanęła cała w kryształowych kroplach, drgających i świecących na każdym źdźble trawy i na każdym liściu chwastów. U szczytu jej wybuchnął świegot ptactwa i z dołu dostrzec można było w napełnionych światłem gałęziach drzew, które u góry rosły, tańczące z radości wróble, pliszki, szczygły i makolągwy. ",3
"Wiatr słabł, opadał, cicho jeszcze i z lekka dmąc w jedną stronę; chmury kłębiąc się i mieszając naprzeciw słońca zwijały się w wał półkolisty i srebrem oblany.",3
"Od stóp zielonej góry wzbiły się wysoko i ciężkie, milczące, poważnym, lekko szumiącym lotem popłynęły dalej, dalej, znad wody spłaszczając malutkie wobec nich i trwożliwie przed nimi uciekające rybitwy.",3
"Wkrótce znad boru, we wschodniej stronie nieba, wychylił się różowy rąbek jutrzenki, po gałęziach drzew przebiegły szeleszczące dreszcze, ciszę zmąciło przeciągłe, donośne pianie koguta, które rozległo się blisko domu, potem powtórzyło się dalej i znowu dalej, coraz dalej, a zarazem słabiej.",3
"Jakakolwiek była przyczyna, szczur wiedział już od owej chwili, że jest bezpieczny — chociaż jest niczym więcej, jak szczurem.",3
"Był to naprawdę szczur bardzo grzeczny i nie myślał nikomu wyrządzić szkody. Gdy stał na dwóch łapkach i węszył, utkwiwszy oczy w Sarze, miał nadzieję, że ona zrozumie jego zamiary i nie odniesie się do niego wrogo.",3
"Widać było, że szczur miał wielką chrapkę na ten kąsek — jednakże bał się podejść do podnóżka, przy którym leżała ta smakowita rzecz.",3
"Szczur podpełznął nieco bliżej i schrupał jeszcze kilka okruszyn, po czym zatrzymał się i jął węszyć ostrożnie, rzucając ukradkowe spojrzenia w stronę osoby siedzącej na podnóżku.",3
"Naraz skoczył i z nagłą śmiałością, przypominającą poprzednie zachowanie się wróbla, dopadł ciastka, a ledwo je zagarnął w swe pazurki, natychmiast dał drapaka ku ścianie, zapadł się w jakiejś szczelinie pod podłogą i zniknął.",3
"Melchizedech wylazł spokojnie z nory i począł je zajadać; jeden kawałek, większy od innych, zachował sobie na ostatek — aż uporawszy się z tamtymi, porwał go i uniósł pospiesznie do swego mieszkanka.",3
"Nikt ich nie widział ani nie słyszał prócz Melchizedecha — ten zaś był tak przerażony i zbity z pantałyku, że szurnął do swej nory i ukrył się w niej, drżąc, popiskując bojaźliwie i z największą ostrożnością wysuwając łebek, by zobaczyć, co się tam wyrabia.",3
"Jął nasłuchiwać, a szczurze jego serduszko zaczęło bić gwałtownie.",3
Melchizedech zadarł ogon i czmychnął do nory jak oparzony. ,3
"Przycupnął więc tuż koło wejścia do swej nory, zaledwie śmiejąc zerknąć błyszczącymi, niespokojnymi ślepkami przez szczelinę.",3
"Gorzki, gryzący dym z tlejącej hubki rozsnuł się białawym obłoczkiem dokoła barci, aż i przedostał się szparami do wnętrza.",3
"Z głośnym brzękiem wyleciało kilkaset pszczół na powietrze; zatrzymały się przez parę sekund w miejscu, jakby naradzając się, co robić wobec tak strasznej klęski, i zbite w kłąb, pomknęły ku górze.",3
"Po prawej stronie tuż przy furtce, stoi tam kurnik zajęty przez kaczki. Króluje w nim Józio, wielki, ciemno pręgowany kaczor z pawim podgardlem i kosmyczkiem zawiniętych do góry piórek na ogonie. Jasnożółty dziób zadziera co chwila do góry i ochrypłym głosem woła: Kwa, kwa, kwa!",3
"Wystarczy stanąć przy kratce, a wszystkie kaczki nieruchomieją na chwilę. Wyciągają głowy. I spoglądają zabawnie to jednym, to drugim czarnym paciorkiem oka. Upatrują, czy nie dostaną czegoś do zjedzenia.",3
"Gdy Dzidzia wchodzi za kratkę, kaczki zbijają się w ciasną gromadę. Na przodzie staje Józio, pochyla łebek do ziemi i patrzy groźnie spod oka.",3
"Po podwórzu spaceruje też Maciuś — czarny, rosły kot, utykający na tylną nogę.",3
"Oprócz Maciusia jest drugi kot, Femcia. Jest to bura kocica, pieszczotliwa i przymilna. W paczce w drwalni ma ona legowisko. Opuszcza je rzadko. Bo karmi teraz pięcioro małych, z których jedno jest białe, trzy są czarne, a jedno bure jak matka.",3
"Wpadł w trawę. Wytarzał się. Zobaczył wróbla. Podskoczył za nim. Gdy mu znikł nagle z oczu, usiadł i szczekał raz po raz.",3
"Nawoływał też i inne ptaki. Nadziwić się nie mógł, skąd się ich tyle bierze! Wytarzał się jeszcze raz na trawniku.",3
"Zastanowiła go ciemna, brzęcząca kula. Zjawiała się ona na wielkim kwieciu piwonii, to znów znikała. Raz kula ta znalazła się tuż, tuż! Finek kłapnął na nią zębami. Złapał. Ale co rychlej wypluł. I parskał, biegał po trawniku, trąc nosek o trawę.",3
Bąk uciął Finka nie na żarty. Nos spuchł mu z jednej strony w olbrzymią górę!,3
"Zobaczył słup pośrodku podwórza! I zaczął go obiegać. Zrazu wokoło, później w ósemkę. Wreszcie przysiadł, spojrzał na słońce i szczeknął. Raz, drugi, trzeci!",3
Kot z wysokości daszka patrzył na psa bursztynowymi oczyma.,3
"Kogut nie zwracał na te powrzaskiwania Finka uwagi. Grzebnął nogą raz, grzebnął drugi i gdaknął na kury.",3
"Szczeknął ostatni raz na cały kurnik! Wyraził najgłębszą pogardę całemu rodowi kurzemu, bo wytarł szybko tylnymi nóżkami, jakby coś zasypywał za sobą.",3
Zerwał się. Zakręcił kitę ogona w urzędowy obarzan i podreptał poważnie ku misce.,3
"Kocięta ustawiły się rządkiem niedaleko od psa. Patrzyły wytrzeszczonymi ze strachu oczyma na Finka, który używał sobie, jak chciał, w ich misce. Były głodne, zawiedzione, smutne. Piszczały też boleśnie i zawodziły z całej ukrzywdzonej kociej duszy.",3
Nagle zza węgła ukazała się Femcia. Spostrzegła Finka bobrującego w kociej misce. Nasrożyła się. Nastawiła sierść na karku jak szczotkę. I skradała się wolno ku psiakowi.,3
Tak cudownie polatywały tam ptaki! Brzęczały osy i bąki! Podrygiwały żaby nad sadzawką!,3
Usiadł. Zapuścił zęby w sierść na brzuchu. Przebierał każdy włosek z osobna.,3
Spłoszone pchły uciekały coraz wyżej. Aż zebrały się wszystkie pod brodą.,3
"Siadł. Wyciągnął tylną nogę, jak mógł najdalej. I samym końcem pazurków zaczął się czochrać pod brodą. A bił przy tym kolanem o ziemię tak, aż dudniło.",3
"Usiadł. Chciał się polizać w miejsce, gdzie czuł najsilniejsze świerzbienie. Lecz zaledwie dotknął siebie nosem, kichnął potężnie.",3
"Wytarzał się na grzbiecie! Przewrócił się na prawy bok! Później na lewy! Położył się na brzuchu! Przeczołgał się wzdłuż kałuży! A parskał przy tym, prychał, rozrzucał błoto dokoła!",3
Znów położył się na brzuchu. Orał nosem w lepkim błocie. Rozpryskiwał je na kark. Przewrócił się na wznak. Tarzał się z boku na bok.,3
"Zmężniał on podczas lata, wyrósł, stał się prawie dorosłym psem. Przestał już sypiać na poduszce. Najchętniej przesypiał noce na werandzie.",3
"Przed porodem samica buduje gniazdo z gałęzi, liści i trawy.",3
"Przez pierwszy tydzień życia młodych matka przebywa z nimi nieustannie, po tym okresie wraca do potomstwa tylko po to, by je nakarmić i uporządkować gniazdo.",3
" Aby zapobiec utracie ciepła, pędzlogon zwija się w kulkę i owija swój puszysty ogon wokół ciała.",3
"Pędzlogon zwinny reguluje liczebność stawonogów, a zjadając owoce przyczynia się do rozsiewania nasion.",3
"Samice pytona owijają się wokół złożonych przez siebie jaj, nie tylko po to by je chronić, dostarczają też ciepła wytwarzanego poprzez skurcze i rozkurcze własnego ciała.",3
Samiec broni terytorium oraz piskląt.,3
"Młode zagniazdowniki po wykluciu podążają za rodzicami, którzy wspólnie opiekują się potomstwem.",3
Podczas wysiadywania jaj przez samicę oraz w początkowym okresie odchowu piskląt pokarm do zamurowanej dziupli dostarcza samiec.,3
"Samiec prezentuje przed samicą swój taniec, wydaje przy tym odgłosy oraz polewa ją moczem. ",3
 Samica składa dwa kremowe nakrapiane jaja.,3
Warzęcha poszukując pokarmu brodzi na płyciznach podążając za hipopotamem lub krokodylem.,3
 Tokujący samiec wokalizuje i przynosi partnerce pokarm.,3
"Samica składa dwa białe jaja, które wysiaduje około 16 dni.",3
"Samica zakłada gniazdo w dziupli lub buduje je z gałązek i liści, a 1-4 młode karmi mlekiem przez 40 dni.",3
 Młode samce tworzą osobne grupy kawalerskie. ,3
"Ten łagodny i nieśmiały z natury drapieżnik prowadzi samotny tryb życia, nie jest łowcą grubej zwierzyny.",3
" Ponieważ żako składają jaja w dziupli, dlatego chętnie wykorzystują porzucone gniazda dzięciołów. ",3
"Podczas wysiadywania prawie kulistych białych jaj, samica jest karmiona przez swego partnera.",3
 Samiec w czasie zalotów śpiewa i wykonuje taniec godowy. ,3
"W gnieździe zbudowanym z traw, piór, a także wełny samica składa 4 do 6 jaj.",3
"Samica składa jaja w lesie, w samodzielnie wykopanym zagłębieniu, a następnie je zasypuje. ",3
"Samica w wykopanych pod krzakami norach składa od 4 do 7 jaj, niekiedy trzy razy w ciągu sezonu.",3
 W okresie godowym samce wydają dźwięki przypominające gdakanie kur.,3
Mrówki tworzą złożone społeczności o wyraźnej strukturze hierarchicznej i ściśle przydzielonych obowiązkach.,3
"Dla zdobycia potrzebnego na to materiału mrówki te odbywają stałe wyprawy na drzewa i krzewy, gdzie wycinają z liści żuwaczkami krążki dochodzące do 2 cm średnicy, które następnie przenoszą do gniazda.",3
"Osy z rodzajów Vespula i Dolichovespula zjadają martwe owady, dżdżownice i inne, w tym znajdowane na śmietnikach.",3
"Osy zaglądają do domostw ludzkich, próbując dostać się do owoców, słodyczy, a nawet mięs.",3
" Larwy żywią się materiałami bawełnianymi, moherowymi, futrzanymi, dywanami i półfabrykatami; prócz tego zjadają pióra, okazjonalnie tkaniny sztuczne.",3
Samica składa 50-60 jaj wielkości główki od szpilki. ,3
"Gąsienice Ephestia kuehniella niszczą magazynowy suchy pokarm (mąkę, kaszę, płatki, ziarna zbóż, orzechy, migdały, pieczywo), który wykorzystują do wytworzenia oprzędu. ",3
" Zaniepokojone larwy lub dorosłe chrząszcze wydalają poprzez stawy nóg hemolimfę o żółtym zabarwieniu, która ma trujące właściwości.",3
" Pluskwy pobierają krew co kilka dni, ale w przypadku braku żywiciela mogą przeżyć kilka miesięcy.",3
Po zapłodnieniu samica poszukuje miejsca o odpowiedniej wilgotności i fakturze drewna.,3
"Wiele gatunków owadów konkuruje z człowiekiem o pokarm, wyrządzając znaczne szkody w uprawach lub zjadając rośliny dziko żyjące pozyskiwane przez człowieka.",3
"Chrząszcze z rodziny stonkowatych (Chrysomelidae) odżywiają się zieloną tkanką roślin, co przy ich masowym występowaniu powoduje znaczne obniżenie plonów.",3
" Korniki żyją przede wszystkim pod korą i w drewnie, wygryzając chodniki zakończone kolebkami lęgowymi dla ich larw.",3
"Owady te regulują i utrzymują w środowisku naturalnym równowagę biocenotyczną, zapewniając tym samym prawidłowe jego funkcjonowanie.",3
"Niektóre gatunki kusakowatych (Staphylinidae) penetrują chodniki korników, polując na ich larwy.",3
" Duże mrówki kopcowe z rodzaju Formica pełnią w lesie rolę sanitariuszy, regulując liczebność innych owadów.",3
"Mrówki, poprzez budowę swoich gniazd, dodatnio oddziałują również na glebę. ",3
